 _dewptm, _heatindexm, _hum, _pressurem, _tempm, _wdird, _rain
4,,35,1017,20,260,0
6,,40,1017,20,250,0
8,,52,1017,18,260,0
9,,59,1017,17,260,0
9,,63,1017,16,250,0
9,,63,1018,16,230,0
9,,67,1018,15,240,0
8,,67,1018,14,230,0
9,,72,1018,14,0,0
9,,72,1018,14,210,0
9,,72,1018,14,0,0
8,,72,1018,13,220,0
9,,72,1018,14,220,0
10,,77,1019,14,210,0
9,,72,-9999,14,220,0
9,,77,1019,13,210,0
9,,77,1019,13,250,0
9,,77,1019,13,240,0
9,,82,1019,12,0,0
9,,88,1019,11,240,0
9,,88,1019,11,170,0
10,,94,1019,11,160,0
9,,94,1019,10,150,0
8,,87,1019,10,0,0
8,,87,1018,10,0,0
9,,94,1018,10,0,0
8,,87,1019,10,0,0
8,,87,1019,10,200,0
7,,87,1019,9,210,0
7,,82,1020,10,240,0
8,,77,1021,12,200,0
7,,67,1021,13,260,0
8,,63,1021,15,230,0
9,,56,1021,18,260,0
7,,46,1020,19,330,0
8,,49,1020,19,260,0
7,,43,1020,20,330,0
6,,40,1019,20,250,0
4,,31,1019,22,230,0
7,,40,1019,21,300,0
7,,38,1018,22,310,0
7,,40,1018,21,290,0
7,,38,1018,22,290,0
8,,41,1018,22,227,0
8,,43,1018,21,290,0
9,,46,1018,21,250,0
9,,52,1018,19,230,0
11,,64,1018,18,190,0
11,,72,1019,16,0,0
10,,72,1019,15,0,0
10,,68,1019,16,0,0
10,,72,1019,15,0,0
10,,72,1019,15,0,0
10,,77,1019,14,0,0
9,,67,1020,15,0,0
10,,77,1020,14,0,0
10,,82,1020,13,0,0
9,,77,1020,13,0,0
10,,88,1019,12,0,0
10,,88,1019,12,0,0
10,,88,1019,12,0,0
10,,94,1019,11,0,0
10,,94,1018,11,0,0
10,,94,1018,11,0,0
10,,94,1018,11,0,0
10,,94,1018,11,0,0
9,,94,1018,10,0,0
9,,94,1018,10,0,0
10,,100,1019,10,0,0
9,,94,1019,10,0,0
9,,94,1019,10,0,0
9,,94,1019,10,0,0
10,,94,1019,11,0,0
10,,77,1020,14,0,0
10,,72,1020,15,320,0
10,,63,1020,17,240,0
10,,56,1020,19,270,0
10,,52,1019,20,260,0
10,,52,1018,20,260,0
12,,56,1017,21,290,0
11,,53,1017,21,250,0
10,,46,1016,22,310,0
9,,43,1016,22,270,0
10,,46,1016,22,300,0
8,,41,1016,22,270,0
10,,46,1016,22,250,0
10,,46,1016,22,270,0
11,,53,1016,21,260,0
11,,60,1016,19,250,0
11,,64,1016,18,250,0
11,,64,1016,18,240,0
12,,72,1016,17,0,0
12,,68,1017,18,0,0
12,,77,1017,16,0,0
12,,82,1017,15,0,0
12,,82,1017,15,0,0
11,,82,1018,14,0,0
11,,88,1017,13,0,0
11,,88,1017,13,0,0
11,,94,1017,12,0,0
10,,88,1017,12,0,0
9,,82,1017,12,210,0
11,,94,1016,12,0,0
11,,94,1016,12,0,0
10,,94,1016,11,0,0
11,,100,1016,11,0,0
10,,94,1016,11,0,0
10,,94,1016,11,0,0
10,,94,1016,11,0,0
10,,94,1016,11,0,0
9,,94,1016,10,0,0
10,,100,1016,10,0,0
9,,94,1016,10,0,0
9,,94,1016,10,0,0
9,,94,1017,10,0,0
10,,100,1017,10,0,0
11,,100,1017,11,0,0
12,,94,1017,13,0,0
12,,88,1018,14,0,0
10,,68,1018,16,0,0
11,,64,1018,18,0,0
11,,56,1018,20,0,0
11,,53,1017,21,160,0
12,,53,1017,22,250,0
9,,41,1016,23,180,0
7,,36,1016,23,110,0
10,,41,1015,24,250,0
8,,36,1015,24,260,0
9,,36,1014,25,0,0
10,,41,1014,24,0,0
10,,41,1015,24,20,0
12,,50,1015,23,70,0
,,N/A,1012,,60,0
12,,60,1015,20,60,0
11,,60,1015,19,60,0
12,,68,1016,18,50,0
12,,72,1015,17,50,0
13,,82,1016,16,80,0
14,,88,1016,16,80,0
14,,88,1016,16,80,0
13,,88,1016,15,90,0
13,,88,1016,15,100,0
12,,88,1016,14,80,0
12,,88,1016,14,90,0
13,,94,1016,14,80,0
12,,94,1016,13,80,0
12,,94,1015,13,100,0
11,,94,1015,12,100,0
,,N/A,1015,12,0,0
,,N/A,1015,,50,0
10,,94,1015,11,60,0
11,,100,1015,11,60,0
11,,100,1015,11,50,0
11,,100,1015,11,70,0
10,,94,-9999,11,60,0
11,,100,1015,11,50,0
11,,100,1015,11,50,0
10,,100,1015,10,50,0
,,N/A,1015,11,50,0
11,,100,1015,11,70,0
11,,100,1016,11,70,0
11,,94,1016,12,60,0
12,,77,1016,16,120,0
13,,73,1016,18,110,0
12,,60,1015,20,130,0
12,,56,1015,21,110,0
12,,53,1014,22,150,0
13,,57,1013,22,100,0
12,,53,1013,22,100,0
13,,53,1012,23,50,0
13,,53,1012,23,110,0
12,,50,1012,23,130,0
13,,57,1012,22,110,0
13,,60,1011,21,120,0
13,,64,1011,20,130,0
13,,68,1011,19,130,0
14,,82,1012,17,140,0
14,,82,1012,17,60,0
14,,88,1012,16,100,0
13,,77,1012,17,130,0
15,,88,1012,17,150,0
15,,94,1012,16,110,0
14,,88,1012,16,90,0
14,,94,1013,15,20,0
13,,88,1013,15,0,0
14,,94,1013,15,20,0
13,,94,1013,14,0,0
13,,94,1012,14,0,0
14,,100,1012,14,0,0
13,,94,1012,14,0,0
13,,100,1012,13,0,0
12,,94,1012,13,0,0
13,,100,1012,13,0,0
12,,100,1011,12,0,0
12,,100,1011,12,70,0
12,,100,1011,12,60,0
12,,100,1012,12,0,0
12,,100,1012,12,0,0
12,,100,1012,12,0,0
12,,100,1012,12,0,0
11,,100,1013,11,0,0
11,,100,1013,11,210,0
11,,100,1013,11,200,0
11,,100,1013,11,220,0
11,,100,1014,11,240,0
11,,100,1014,11,250,0
12,,100,1014,12,260,0
12,,100,1014,12,0,0
,,N/A,1014,,240,0
13,,100,1013,13,0,0
1,,34,1012,17,240,0
13,,77,1012,17,230,0
14,,77,1012,18,260,0
14,,77,1012,18,240,0
13,,68,1011,19,270,0
13,,64,1011,20,260,0
14,,68,1011,20,250,0
14,,77,101,18,230,0
14,,77,1011,18,230,0
14,,82,1011,17,220,0
14,,88,1011,16,230,0
14,,88,1011,16,220,0
14,,94,1012,15,220,0
14,,94,1012,15,230,0
14,,94,1012,15,240,0
13,,88,1013,15,220,0
13,,94,1013,14,230,0
,,N/A,-9999,,0,0
12,,100,1013,12,0,0
12,,100,1013,12,0,0
12,,100,1013,12,0,0
12,,100,1013,12,0,0
11,,100,1012,11,0,0
11,,100,1012,11,0,0
11,,100,1012,11,0,0
11,,100,1012,11,0,0
11,,100,1012,11,0,0
11,,100,1012,11,0,0
,,N/A,1012,,0,0
,,N/A,1012,,220,0
10,,100,1012,10,210,0
10,,100,1012,10,240,0
10,,100,1013,10,220,0
10,,100,1013,10,230,0
10,,100,1013,10,210,0
10,,100,1014,10,240,0
10,,100,1014,10,240,0
10,,100,1015,10,240,0
10,,100,1015,10,230,0
11,,100,1016,11,250,0
12,,100,1016,12,230,0
12,,88,1016,14,230,0
14,,88,1016,16,250,0
13,,73,1015,18,270,0
11,,60,1015,19,250,0
12,,60,1015,20,260,0
11,,60,1015,19,250,0
12,,53,1014,22,230,0
12,,50,1013,23,270,0
11,,47,1013,23,250,0
10,,44,1013,23,260,0
8,,38,1013,23,310,0
9,,41,1013,23,250,0
9,,41,1013,23,260,0
11,,47,1013,23,250,0
11,,60,1014,19,0,0
11,,60,1014,19,0,0
12,,64,1015,19,0,0
11,,60,1015,19,0,0
12,,64,1015,19,0,0
12,,60,1015,20,0,0
12,,72,1015,17,0,0
13,,77,1016,17,0,0
14,,82,1016,17,0,0
14,,88,1016,16,130,0
14,,88,1016,16,60,0
13,,94,1016,14,70,0
13,,94,1016,14,60,0
13,,94,1015,14,70,0
13,,100,1016,13,70,0
13,,100,1016,13,70,0
13,,100,1016,13,60,0
1,,44,1015,13,60,0
1,,44,1015,13,70,0
13,,100,1015,13,80,0
13,,100,1015,13,70,0
12,,94,1015,13,60,0
12,,94,1016,13,70,0
13,,100,1016,13,70,0
13,,100,1017,13,60,0
1,,44,1017,13,50,0
13,,100,1017,13,60,0
14,,100,1018,14,70,0
13,,94,1018,14,100,0
13,,88,1018,15,90,0
14,,88,1018,16,70,0
13,,82,1018,16,60,0
13,,82,1019,16,50,0
14,,82,1018,17,90,0
12,,72,1017,17,80,0
12,,72,1016,17,110,0
13,,77,1015,17,120,0
12,,72,1015,17,90,0
13,,73,1015,18,60,0
13,,73,1014,18,60,0
13,,73,1014,18,120,0
14,,77,1014,18,161,0
14,,77,1014,18,120,0
14,,77,1014,18,60,0
14,,82,1014,17,100,0
14,,82,1014,17,130,0
14,,88,1014,16,60,0
14,,94,1014,15,50,0
14,,94,1014,15,50,0
14,,94,1014,15,0,0
14,,94,1014,15,70,0
13,,88,1014,15,0,0
13,,88,1015,15,90,0
14,,94,1015,15,100,0
14,,94,1015,15,90,0
13,,88,1015,15,90,0
13,,88,1015,15,50,0
13,,88,1014,15,90,0
13,,88,1014,15,100,0
12,,88,1013,14,80,0
12,,88,1013,14,110,0
12,,88,-9999,14,140,0
13,,94,1013,14,110,0
13,,94,1012,14,100,0
13,,94,1012,14,110,0
12,,94,1012,13,100,0
12,,94,1012,13,130,0
,,N/A,1012,,110,0
13,,100,1012,13,110,0
12,,94,1012,13,60,0
13,,100,1012,13,60,0
11,,94,1012,12,90,0
11,,94,1013,12,80,0
11,,94,1013,12,90,0
11,,94,1013,12,100,0
11,,88,101,13,60,0
11,,82,1014,14,100,0
11,,82,1014,14,50,0
12,,77,1013,16,50,0
11,,68,1013,17,90,0
11,,64,1012,18,110,0
10,,56,1012,19,50,0
11,,56,1012,20,130,0
11,,56,1011,20,120,0
12,,60,1011,20,100,0
12,,60,1010,20,120,0
12,,60,1010,20,50,0
12,,64,1010,19,100,0
13,,68,1010,19,100,0
13,,73,1010,18,100,0
13,,73,1010,18,70,0
13,,77,1010,17,60,0
13,,82,1010,16,0,0
13,,82,1010,16,80,0
13,,82,1011,16,90,0
12,,77,1011,16,100,0
13,,88,1011,15,110,0
13,,88,1011,15,100,0
13,,88,1011,15,90,0
13,,88,1011,15,120,0
14,,94,1012,15,60,0
13,,88,1012,15,100,0
13,,88,1012,15,130,0
12,,88,1012,14,50,0
13,,94,101,14,0,0
13,,94,-9999,14,0,0
13,,100,-9999,13,0,0
11,,94,-9999,12,0,0
13,,100,1012,13,70,0
13,,100,1012,13,40,0
13,,100,1012,13,60,0
13,,100,1012,13,70,0
13,,100,1012,13,0,0
13,,100,1012,13,0,0
13,,100,1013,13,0,0
13,,100,1013,13,0,0
13,,100,1014,13,0,0
13,,94,1014,14,260,0
13,,94,1015,14,260,0
13,,94,1015,14,260,0
12,,82,1015,15,250,0
12,,82,1016,15,260,0
12,,82,1015,15,310,0
13,,82,1015,16,350,0
12,,77,1014,16,270,0
13,,77,1014,17,270,0
12,,72,1014,17,270,0
12,,68,1014,18,310,0
13,,73,1014,18,320,0
12,,68,1014,18,330,0
13,,68,1013,19,290,0
14,,77,1014,18,270,0
13,,77,1013,17,280,0
12,,72,1013,17,290,0
13,,82,1013,16,300,0
13,,82,1013,16,270,0
13,,82,1014,16,290,0
13,,88,1014,15,300,0
13,,88,1014,15,250,0
13,,88,1014,15,300,0
12,,82,1015,15,290,0
13,,88,1015,15,270,0
13,,88,1015,15,250,0
13,,88,1015,15,260,0
13,,88,1015,15,270,0
13,,94,1015,14,270,0
12,,88,1014,14,270,0
11,,82,1014,14,260,0
11,,82,1014,14,260,0
12,,88,1014,14,260,0
13,,94,1014,14,270,0
13,,94,1014,14,290,0
12,,88,1014,14,310,0
12,,88,1013,14,290,0
12,,94,1013,13,320,0
12,,94,1013,13,300,0
12,,94,1013,13,310,0
12,,94,1013,13,270,0
12,,94,1013,13,270,0
12,,94,1014,13,270,0
12,,94,1014,13,260,0
12,,94,1014,13,260,0
11,,88,1015,13,240,0
13,,100,1015,13,230,0
12,,88,1015,14,250,0
12,,88,1015,14,240,0
11,,82,1015,14,240,0
11,,82,1016,14,250,0
11,,82,1015,14,250,0
11,,82,1014,14,290,0
11,,82,1013,14,300,0
12,,82,1013,15,290,0
12,,82,1013,15,290,0
13,,82,1013,16,270,0
13,,82,1013,16,260,0
13,,82,1013,16,300,0
13,,82,1013,16,290,0
13,,82,1012,16,270,0
13,,82,1012,16,220,0
13,,82,1012,16,0,0
12,,88,1013,14,0,0
13,,100,1013,13,0,0
12,,94,1013,13,0,0
12,,94,1013,13,0,0
12,,94,1013,13,0,0
11,,94,1013,12,0,0
12,,100,1014,12,0,0
11,,94,1014,12,0,0
11,,94,1014,12,0,0
12,,100,1014,12,0,0
12,,100,1014,12,0,0
12,,100,1014,12,0,0
11,,94,1014,12,0,0
11,,100,-9999,11,0,0
11,,94,1013,12,0,0
11,,100,1014,11,0,0
11,,100,1013,11,0,0
11,,100,1013,11,0,0
11,,100,1013,11,0,0
11,,100,1013,11,0,0
11,,100,1013,11,0,0
10,,94,1013,11,250,0
11,,94,1015,12,0,0
11,,94,1015,12,60,0
11,,88,1015,13,0,0
11,,88,1016,13,150,0
12,,88,1016,14,130,0
13,,88,1016,15,0,0
13,,82,1016,16,60,0
11,,68,1016,17,40,0
10,,59,1016,18,120,0
11,,64,1015,18,140,0
11,,64,1015,18,90,0
11,,64,1014,18,100,0
12,,68,1014,18,70,0
11,,68,1013,17,70,0
11,,64,1013,18,70,0
11,,64,1013,18,70,0
11,,64,1013,18,100,0
10,,63,1012,17,60,0
11,,68,1013,17,50,0
11,,72,1013,16,60,0
11,,72,1013,16,70,0
11,,77,1013,15,70,0
11,,77,1014,15,130,0
11,,77,1014,15,60,0
12,,82,1013,15,50,0
12,,82,1014,15,90,0
11,,77,1014,15,90,0
11,,77,1014,15,60,0
12,,88,1014,14,70,0
12,,88,-9999,14,80,0
12,,94,1015,13,80,0
12,,94,1014,13,70,0
11,,88,1014,13,80,0
11,,88,1014,13,60,0
11,,82,1014,14,140,0
12,,88,1012,14,90,0
11,,88,1012,13,110,0
11,,88,1013,13,150,0
11,,88,1012,13,0,0
11,,88,1011,13,60,0
12,,94,1011,13,150,0
11,,88,101,13,160,0
12,,94,101,13,170,0
12,,94,1012,13,90,1
12,,94,1013,13,120,1
12,,94,1014,13,140,0
11,,88,101,13,100,1
11,,94,1013,12,50,1
11,,94,1013,12,110,1
11,,88,-9999,13,120,1
11,,88,1013,13,120,1
11,,88,1013,13,110,1
11,,77,1012,15,100,0
12,,82,1013,15,70,0
11,,77,1012,15,60,0
11,,72,1011,16,70,0
10,,72,1011,15,60,0
10,,72,1011,15,50,0
10,,72,1010,15,90,0
10,,77,1010,14,100,1
12,,88,1011,14,70,0
13,,94,1011,14,100,0
12,,88,1011,14,60,0
12,,88,1011,14,50,0
12,,88,1012,14,100,0
12,,88,1012,14,0,0
12,,88,1012,14,0,0
13,,94,-9999,14,0,0
13,,94,1013,14,90,0
13,,94,1013,14,100,0
13,,94,1013,14,110,0
13,,94,1013,14,100,0
13,,94,1014,14,110,0
12,,94,1014,13,110,0
12,,94,1013,13,50,0
12,,94,1013,13,100,0
12,,100,1013,12,70,0
10,,88,1014,12,0,0
11,,94,1013,12,50,0
11,,94,1013,12,40,0
11,,100,1013,11,60,0
11,,100,1014,11,60,0
11,,94,1014,12,0,0
11,,94,1014,12,50,0
11,,88,1014,13,50,0
11,,68,1015,17,50,0
12,,64,1013,19,130,0
12,,64,1013,19,130,0
11,,60,1012,19,100,0
13,,64,1012,20,140,0
13,,68,1011,19,110,0
14,,77,1011,18,110,0
14,,82,1010,17,110,0
15,,88,1010,17,50,0
14,,88,1011,16,50,0
14,,88,1010,16,60,0
14,,88,1011,16,130,0
14,,88,1011,16,120,0
14,,88,1011,16,160,0
14,,88,101,16,150,0
14,,88,-9999,16,160,1
15,,100,1011,15,0,0
15,,100,1011,15,0,0
15,,100,1011,15,0,0
,,N/A,1010,15,60,0
14,,94,1010,15,60,0
14,,94,1010,15,0,0
15,,100,1010,15,0,0
,,N/A,1010,15,0,0
15,,100,1010,15,0,0
15,,100,1010,15,0,0
15,,100,1010,15,0,0
14,,94,1011,15,0,0
14,,94,1011,15,0,0
14,,94,1011,15,0,0
14,,94,1011,15,0,0
14,,94,1012,15,0,0
14,,94,1012,15,230,0
13,,88,1013,15,240,0
14,,94,1013,15,0,0
14,,94,1013,15,210,0
14,,94,1014,15,210,0
14,,94,1014,15,210,0
13,,88,1014,15,230,0
14,,94,1014,15,240,0
13,,82,1014,16,260,0
14,,82,1014,17,270,0
12,,72,1014,17,250,0
13,,77,1013,17,240,0
12,,72,1012,17,250,0
13,,77,1012,17,260,0
12,,72,1012,17,240,0
11,,68,1012,17,270,0
11,,68,1012,17,250,0
11,,72,1012,16,260,0
10,,72,1012,15,250,0
11,,77,1013,15,260,0
13,,88,1013,15,250,0
12,,88,1013,14,240,0
13,,94,1014,14,0,0
12,,88,1014,14,270,0
12,,88,1014,14,260,0
12,,94,1015,13,240,0
12,,94,1015,13,0,0
12,,94,1015,13,0,0
11,,94,1015,12,250,0
12,,100,1015,12,300,0
11,,94,1015,12,290,0
12,,100,1015,12,250,0
11,,100,1015,11,260,0
10,,94,1015,11,270,0
11,,100,1015,11,270,0
12,,100,1015,12,0,0
11,,100,1015,11,0,0
11,,100,1015,11,0,0
11,,100,1015,11,300,0
11,,100,1015,11,250,0
11,,100,1015,11,270,0
10,,94,1015,11,260,0
11,,100,1016,11,250,0
1,,50,1016,11,240,0
10,,94,1016,11,230,0
10,,100,1017,10,250,0
10,,100,1017,10,240,0
11,,100,1017,11,260,0
11,,100,1018,11,250,0
11,,100,1018,11,260,0
12,,100,1018,12,270,0
11,,94,1018,12,250,0
11,,88,1018,13,240,0
12,,88,1017,14,270,0
12,,82,1017,15,250,0
9,,67,1016,15,300,0
9,,63,1016,16,230,0
10,,68,1016,16,240,0
10,,68,1016,16,250,0
,,N/A,16,,270,0
10,,68,1015,16,270,0
9,,63,1015,16,300,0
10,,68,1015,16,310,0
10,,72,1015,15,250,0
10,,72,1015,15,250,0
10,,77,1015,14,260,0
10,,77,1015,14,300,0
11,,82,1015,14,310,0
11,,88,1016,13,270,0
10,,88,1016,12,0,0
10,,94,1016,11,0,0
10,,94,1016,11,0,0
10,,94,1016,11,0,0
10,,94,1016,11,0,0
9,,88,1017,11,0,0
10,,94,1016,11,0,0
9,,88,1016,11,0,0
9,,94,1016,10,230,0
9,,100,1016,9,0,0
9,,94,1015,10,0,0
9,,100,1015,9,0,0
9,,100,1015,9,230,0
9,,100,1015,9,230,0
8,,100,1015,8,240,0
8,,100,1014,8,220,0
8,,100,1015,8,0,0
8,,100,1015,8,210,0
8,,93,1015,9,210,0
8,,93,1016,9,210,0
9,,100,1016,9,240,0
9,,100,1016,9,240,0
9,,100,1016,9,250,0
10,,100,1017,10,260,0
10,,100,1017,10,240,0
11,,94,1017,12,240,0
11,,77,1017,15,250,0
11,,72,1016,16,260,0
10,,68,1015,16,260,0
10,,63,1015,17,310,0
8,,55,1015,17,250,0
9,,59,1014,17,300,0
9,,59,1014,17,250,0
8,,52,1014,18,300,0
8,,55,1014,17,260,0
9,,59,1015,17,240,0
8,,59,1015,16,260,0
8,,59,1015,16,270,0
9,,67,1015,15,300,0
8,,67,1015,14,250,0
9,,72,1016,14,0,0
9,,72,1016,14,0,0
11,,82,1016,14,0,0
11,,82,1016,14,10,0
9,,77,1016,13,360,0
9,,77,1016,13,360,0
10,,82,1015,13,360,0
10,,88,1015,12,20,0
10,,88,1015,12,0,0
10,,88,1015,12,0,0
9,,94,1015,10,0,0
9,,100,1015,9,0,0
10,,100,1015,10,0,0
9,,100,1015,9,0,0
9,,100,1015,9,0,0
9,,100,1015,9,0,0
9,,100,1015,9,0,0
9,,100,1015,9,0,0
8,,100,1015,8,0,0
8,,100,1016,8,0,0
7,,100,1016,7,0,0
7,,100,1016,7,0,0
8,,100,1017,8,0,0
8,,100,1017,8,0,0
9,,100,1017,9,0,0
9,,100,1017,9,0,0
10,,100,1018,10,240,0
9,,67,1017,15,240,0
10,,68,1016,16,300,0
9,,59,1016,17,250,0
8,,55,1015,17,270,0
8,,55,1015,17,260,0
7,,52,1015,17,270,0
7,,52,1015,17,250,0
8,,55,1015,17,270,0
8,,55,1015,17,270,0
7,,52,1015,17,280,0
8,,63,1016,15,270,0
8,,67,1016,14,270,0
9,,72,1016,14,290,0
9,,77,1016,13,260,0
8,,72,1016,13,250,0
9,,77,1017,13,300,0
9,,77,1017,13,300,0
8,,77,1017,12,260,0
9,,88,1017,11,150,0
8,,82,1017,11,0,0
8,,87,1017,10,0,0
8,,87,1016,10,0,0
8,,77,1016,12,260,0
8,,93,1016,9,0,0
7,,87,1016,9,0,0
7,,87,1016,9,200,0
7,,87,1016,9,210,0
7,,93,1016,8,210,0
7,,93,1016,8,260,0
7,,93,1015,8,0,0
6,,93,1015,7,0,0
7,,100,1016,7,0,0
7,,100,1016,7,0,0
6,,87,1017,8,210,0
8,,93,1017,9,230,0
7,,87,1018,9,210,0
8,,87,1018,10,220,0
8,,77,1018,12,240,0
9,,77,1018,13,240,0
10,,72,1018,15,250,0
10,,63,1017,17,260,0
10,,59,1017,18,270,0
10,,59,1016,18,290,0
10,,59,1016,18,280,0
10,,56,1015,19,270,0
12,,60,1015,20,300,0
10,,52,1015,20,250,0
10,,56,1015,19,240,0
10,,56,1014,19,260,0
10,,56,1014,19,250,0
9,,56,1014,18,260,0
10,,63,1015,17,250,0
10,,68,1015,16,260,0
11,,72,1015,16,230,0
10,,72,1016,15,220,0
9,,67,1016,15,210,0
12,,88,1016,14,220,0
10,,82,1017,13,0,0
11,,88,1017,13,0,0
11,,88,1017,13,0,0
10,,88,1017,12,0,0
10,,94,1017,11,0,0
10,,88,1017,12,0,0
10,,94,1017,11,0,0
10,,88,1016,12,260,0
9,,77,1016,13,270,0
10,,88,1015,12,250,0
8,,87,1015,10,0,0
8,,87,1015,10,0,0
9,,94,1014,10,0,0
9,,100,1014,9,0,0
9,,100,1014,9,0,0
8,,100,1014,8,0,0
8,,100,1014,8,0,0
8,,100,1014,8,0,0
7,,100,1014,7,0,0
8,,100,1014,8,0,0
7,,100,1014,7,0,0
7,,100,1015,7,0,0
8,,100,1015,8,240,0
8,,100,1015,8,250,0
8,,93,1015,9,240,0
9,,94,1016,10,250,0
10,,88,1016,12,270,0
11,,82,1016,14,230,0
9,,67,1016,15,240,0
10,,63,1016,17,270,0
10,,63,1015,17,200,0
10,,68,1015,16,250,0
11,,68,1014,17,340,0
12,,64,1014,19,250,0
10,,59,1014,18,230,0
9,,56,1013,18,210,0
9,,56,1013,18,210,0
10,,56,1013,19,260,0
6,,43,1013,19,250,0
7,,46,1013,19,240,0
9,,56,1013,18,240,0
8,,52,1013,18,240,0
7,,52,1013,17,0,0
7,,55,1013,16,0,0
7,,63,1013,14,0,0
6,,59,1013,14,0,0
7,,63,1014,14,0,0
7,,67,1014,13,0,0
8,,72,1014,13,0,0
9,,77,1014,13,0,0
8,,67,1014,14,60,0
10,,72,1014,15,20,0
9,,77,1014,13,250,0
9,,82,1014,12,0,0
8,,82,1014,11,240,0
7,,82,1014,10,140,0
8,,87,1014,10,0,0
8,,87,1014,10,0,0
7,,82,1014,10,0,0
8,,93,1014,9,0,0
7,,87,1013,9,0,0
8,,93,1013,9,0,0
9,,100,1013,9,0,0
8,,93,1013,9,0,0
8,,93,1013,9,0,0
8,,93,1013,9,0,0
8,,93,1014,9,0,0
8,,93,1014,9,0,0
8,,93,1014,9,70,0
8,,87,1015,10,0,0
10,,88,1015,12,60,0
10,,82,1015,13,50,0
8,,55,1016,17,150,0
7,,49,1016,18,120,0
8,,49,1016,19,120,0
7,,46,1015,19,150,0
8,,43,1014,21,130,0
4,,33,1014,21,100,0
6,,38,1013,21,140,0
6,,38,1013,21,110,0
7,,40,1013,21,110,0
6,,38,1012,21,40,0
5,,35,1012,21,60,0
6,,40,1012,20,70,0
6,,40,1012,20,60,0
7,,46,1012,19,110,0
8,,52,1012,18,50,0
9,,59,1012,17,50,0
9,,59,1012,17,100,0
9,,63,1013,16,120,0
9,,63,1013,16,50,0
8,,63,1013,15,60,0
8,,63,1013,15,40,0
9,,67,1013,15,60,0
11,,82,1013,14,0,0
11,,82,1014,14,0,0
10,,82,1013,13,60,0
9,,77,1013,13,60,0
9,,77,1013,13,50,0
8,,67,1013,14,50,0
8,,72,1013,13,50,0
8,,72,1013,13,70,0
8,,77,1013,12,60,0
7,,72,1012,12,50,0
,,N/A,1012,,40,0
8,,77,1012,12,60,0
8,,77,1012,12,50,0
8,,77,1011,12,70,0
9,,82,1012,12,60,0
9,,88,1012,11,70,0
9,,82,1012,12,40,0
10,,82,1013,13,300,0
9,,82,1013,12,50,1
11,,94,1013,12,10,0
,,N/A,1014,,70,0
11,,94,1014,12,70,1
11,,94,1014,12,60,1
11,,88,1014,13,60,1
11,,88,1014,13,100,1
11,,94,1014,12,100,0
12,,100,1014,12,100,1
11,,88,1013,13,80,1
12,,88,1013,14,70,0
12,,88,1012,14,70,0
10,,72,1011,15,70,0
11,,77,1012,15,270,0
11,,77,101,15,80,1
11,,77,1011,15,70,0
11,,77,1011,15,80,0
11,,77,1011,15,80,0
11,,77,1011,15,60,0
10,,77,1011,14,70,0
10,,77,1011,14,60,0
10,,82,1011,13,70,0
10,,77,1011,14,60,0
10,,82,1011,13,70,0
10,,82,1012,13,60,0
10,,82,1012,13,0,1
10,,82,1012,13,100,1
10,,88,1012,12,60,0
11,,88,1012,13,50,0
11,,88,1013,13,140,0
11,,88,1013,13,210,0
12,,94,1013,13,0,0
12,,94,1013,13,0,0
11,,88,1012,13,0,0
11,,88,1012,13,0,0
11,,94,1012,12,0,0
11,,94,1012,12,0,0
11,,100,1012,11,0,0
11,,100,1012,11,0,0
11,,100,1012,11,0,0
11,,100,1012,11,0,0
,,N/A,1012,11,340,0
11,,100,1012,11,0,0
1,,50,1012,11,0,0
10,,88,1012,12,0,0
12,,100,1013,12,0,0
12,,100,1013,12,60,0
12,,94,1013,13,0,0
11,,88,1014,13,40,0
12,,94,1014,13,0,0
11,,82,1015,14,240,0
11,,82,1015,14,250,0
12,,82,1015,15,240,0
12,,82,1015,15,250,0
12,,82,1015,15,250,0
13,,82,1015,16,270,0
12,,77,1015,16,260,0
12,,77,1015,16,260,0
10,,72,1014,15,270,0
12,,82,1014,15,260,0
12,,82,1014,15,250,0
12,,82,1014,15,260,0
11,,82,1014,14,270,0
11,,82,1014,14,260,0
11,,82,1014,14,270,0
11,,88,1014,13,250,0
10,,88,1014,12,270,0
10,,88,1014,12,260,0
9,,88,1015,11,260,0
9,,88,1015,11,250,0
9,,88,1015,11,250,0
9,,94,1016,10,260,0
8,,87,1016,10,250,0
8,,87,1016,10,270,0
8,,93,1016,9,250,0
8,,93,1016,9,250,0
8,,100,1016,8,210,0
8,,100,1016,8,210,0
8,,100,1015,8,210,0
8,,100,1015,8,230,0
7,,87,1015,9,270,0
8,,100,1015,8,260,0
8,,93,1015,9,250,0
7,,87,1015,9,260,0
8,,93,1015,9,250,0
8,,93,1015,9,270,0
8,,93,1015,9,250,0
7,,87,1016,9,260,0
8,,93,1016,9,240,0
8,,93,1016,9,260,0
9,,100,1017,9,250,0
9,,94,1017,10,260,0
9,,94,1018,10,250,0
8,,93,1018,9,260,0
9,,94,1018,10,250,0
8,,87,1018,10,240,0
9,,88,1018,11,290,0
9,,88,1018,11,270,0
10,,88,1017,12,300,0
10,,88,1017,12,250,0
9,,77,1016,13,260,0
9,,77,1016,13,250,0
9,,77,1016,13,270,0
9,,72,1015,14,260,0
9,,72,1015,14,250,0
9,,72,1015,14,250,0
9,,77,1015,13,260,0
